source	time	person	location	organization	miscellaneous
thenews	2016-03-08T00:00:00	Shahid Afridi|Azam Khan|MV Sridhar|playersSridhar	India|Lahore|Dharamsala|Amritsar India|the Himachal Pradesh Cricket Association HPCAAnd|Pakistan|Karachi	the InspectorGeneral of Police|Pakistan Cricket Board|BCCI|the Federal Investigation Agency|District Commissioner|IndiaThe|LahoreHowever|the International Cricket Council|the Board of Control for Cricket|ISLAMABAD|PCB	bcci|control|agency|afternoon|amritsar|arrived|administrative|council|azam|ample
thenews	2016-03-08T00:00:00	Malcolm Waller|Vusi Sibanda|Hamilton Masakadza|Nadeem Ahmed|Tanwir Afzal|Later Elton Chigubmra|Aizaz Khan	Hong Kong|leftarm|Zimbabwe	NAGPUR|Waller|Tanwir	dismissed|challenging|afzal|boundaries|breezy|adding|collapse|consecutive|chigubmra|chase
thenews	2016-03-08T00:00:00	Hamilton Masakadza|Aizaz Khan Haseeb Amjad Nadeem Ahmed|Fortyfouryearold Ryan Campbell|Sikanda Raza Elton|Chigumbura Donald Tiripano|Masakadza Malcolm Waller|Donald Tiripano|Richmond Mutumbami|Tanwir Afzal|Malcolm Waller|Rath Kinchit Shah|Tinashe Panyangara|Jamie Atkinson|Babar Hayat|Masakadza|Ryan Campbell Babar Hayat Mark Chapman Nizakat Khan|Sikanda Raza|Sean Williams|Vusi Sibanda	Masakadza|Nagpur Hong Kong|Hong Kong|ChataraHong|Tendai|Wellington	RazaHongKongs|bowlersTheir|Tendai Chatara	chigumbura|chatarahong|ahmed|aizaz|amjad|anshuman|appears|asia|atkinson|attack
thenews	2016-03-08T00:00:00	Virat Kohli|Mahendra Singh|Mahela JayawardeneThe|Darren Bravo|Sunil Narine|Hashim Amla|Ravichandran Ashwin|Mohammad Amir|Kieron Pollard|Kumar Sangakkara|Chris GayleThe|Sri Lanka|Imran TahirDefending	New Zealand|Windies|Hong Kong|Zimbabwe|Bangladesh|India|Eden Gardens|NEW DELHI|Indias|Afghanistan|South Africa|Scotland|Dharamsala|Kolkata|South Africa Australia|England|West Indies|Pakistan	Super|ICC|Hosts India|TuesdayThey|AmirThe|the International Cricket Council ICC|clashPakistan|AB De Villiers|EnglandThe Proteas|beatIndia	atrocious|ashwin|desperate|dhoniindia|council|added|deliberately|considered|asia|fast
thenews	2016-03-08T00:00:00	Malinga|Mohan de Silva|Lasith Malinga|de Silva|Mathews	Bangladesh|India|Sri Lankas|Lanka|Kolkata|Sri Lanka	Super|Reuters|TuesdayAngelo Mathews|Malingas|the countrys cricket board|SLC|Group	colombo|bangladesh|finals|editions|deputy|captaincy|addedhe|addedtest|ahead|available
thenews	2016-03-08T00:00:00	Marc Dedman|Andrews|Michael David Barrett|prisonBarrett|Barrett|Erin Andrews	didThe|Nashville|Barretts	the Nashville Marriott|FridayIve|videoAndrews|West End Hotel Partners|Windsor Capital Group|ESPN|Fox|twoweek|Marriott International|Vanderbilt University	accountable|fox|argued|able|end|began|attorney|barretts|crying|certain
thenews	2016-03-08T00:00:00	Endeshaw Negesse|Wimbledon|Maria Sharapova|Ekaterina Bobrova|Olga Abramova|Artem Tyshchenko|meldoniumSharapova|Abeba Aregawi|Eduard Vorganov	Russia|Sharapova|highestpaid|Los Angeles|fouryear|Ukraine|LOS ANGELES|Latvia|the United States	Ethiopiaborn|ITFs antidoping program|WADA|Forbes|the International Tennis Federation|World AntiDoping Agency|the World AntiDoping Agency	final|drug|australian|conference|fivetime|bobrova|fault|countries|athletes|chance
thenews	2016-03-09T00:00:00	Faf du Plessis|Aaron Finch|Hashim Amla Quinton de Kock wk Faf du Plessis|Quinton de KockThat|David Miller|Ashton Agars|Glenn Maxwell Mitchell|Shane Watson|Hashim Amla|James Faulkner|Steve Smith|Peter Nevill|JP Duminy|John Hastings|Adam Zampa|Nathan CoulterNile|Dale Steyn Imran|Kyle Abbott|Farhaan Behardien|Usman Khawaja|Rilee Rossouw|Chris MorrisAustralia|David Wiese Kagiso|Josh HazlewoodSouth|Shane Watson Usman Khawaja	Australia|Newlands|South Africas|Sydney|Rabada|TOWN|South Africa	the XI Abbott|Warner|AB de Villiers|TahiAustralia	agars|africas|behardien|australia|ashton|amla|allrounders|allow|ahead|africa
thenews	2016-03-09T00:00:00	backKyshona Knight|Shaquana Quintyne|handDottin|Deandra Dottin|Ismail|Dane van Niekerk|van Niekerk|Lizelle Lee|Trisha Chetty|Daniels|Shabnim Ismail|Dottin|Taylor|Kycia Knight|midwicketMarizanne Kapp|Shamilia Connell|Lee|Stafanie Taylor	England|West Indies|South Africas|South Africa	belowpar|Campbell|winSouth Africa|Mignon du PreezThe|the World TSouth|EnglandWest Indies|longon	defend|defence|ball|balls|collapse|complete|efforts|beaten|brought|bowling
thenews	2016-03-09T00:00:00	nightChasing  |Gary Wilson|Andy McBrine|Zeeshan Maqsood|Aamer Ali  |Munis Ansari|William Porterfield|Paul Stirling|Khawar Ali|Jatinder Singh|Niall OBrien|Kevin OBrien|Debutant Aamer|Max Sorensen|Sorensen	Ireland|Minnows Ireland|Oman|the Himachal Pradesh Cricket Association Stadium	IrelandEarlier|ICC	batsman|byesoffspinner|ansari|debutant|ali|andy|associate|association|balls|bat
thenews	2016-03-09T00:00:00	Gary Wilson|William Porterfield|Andy McBrine|Paul Stirling|George Dockrell|DHARAMSALA|Craig Young|Munis Ansari|Andy Balbirnie|nightAfter	Ireland|leftarm|Oman|the Himachal Pradesh Cricket Association Stadium		fiveopeners|captain|ansari|association|attack|balbirnie|bat|batsmen|captured|failed
thenews	2016-03-09T00:00:00	William Porterfield|Mehran Khan Aamer Ali Khawar Ali Munis Ansari Bilal Khan|DHARAMSALA|Tim Murtagh|Boyd|George Dockrell|Craig Young|Andy BalbirnieOman|Niall OBrien|Gary Wilson|Andy McBrine|Andrew Poynter|Kevin OBrien|Zeeshan Maqsood Jatinder|Andrew McBrine|Paul Stirling|Sultan Ahmed|Craig YoungOman|Singh Ajay Lalcheta Adnan Ilyas Aamir Kaleem Sultan Ahmed captain amp|Max Sorensen	Ireland|leftarm|Oman	the Hiachal Pradesh Cricket Association Stadium on WednesdayIreland	ajay|ali|adnan|balbirnieoman|backed|attack|association|ansari|andy|andrew
thenews	2016-03-09T00:00:00	Shaharyar Khan|David Richardson|Shaharyar|Richardson	India|threatsThe|Dharamsala|Kolkata|Pradesh|Hamachal|Pakistan	Pakistan Cricket Board|BCCI|ICC|KARACHI|Security|matchOur|the Pakistan Cricket Board|the International Cricket Council ICC|PCB	consideration|alleged|delegation|completely|environment|associations|comments|decided|bcci|delayed
thenews	2016-03-09T00:00:00	Van der Merwe|Bukhari|Mashrafe Mortazas|Tom Cooper Bukhari|Pieter Seelaar|Peter Borren|Logan van Beek|Mushfiqur Rahim|Nasir Hossain|IqbalTaskin Ahmed	Netherlands|Dharamsala|Bangladesh|Tamim Iqbals	Group A|Coopers|Taskins|Seelaar	bukhari|bails|batting|bangladeshs|budge|coopers|ball|bangladesh|away|assault
thenews	2016-03-09T00:00:00	Mahmudullah Seamer Timm van der Gugten|Tamim Iqbal|Bangladeshs|Michael|Paul van Meekeren|Soumya Sarkar  Sabbir Rahman|Logan van Beek|Abu Hider|DHARAMSALA Opener	Netherlands|leftarm pace|Bangladesh|India|the Himachal Pradesh Cricket Association Stadium	Arafat Sunny	association|cricket|change|dharamsala|beek|arafat|asia|ball|bangladesh|bangladeshs
thenews	2016-03-09T00:00:00	Michael RipponBangladesh|AlAmin Hossain Arafat|Tamim Iqbal|Sarkar Sabbir Rahman Mushfiqur Rahim|Shakib Al Hasan Mahmudullah Nasir Hossain Mashrafe Mortaza|Pieter Seelar Mudassar Bukhari Logan van Beek Tim van der Gugten Paul van Meekeren|Paul van Meekeren|Wesley Barresi|AhmedNetherlands Stephan Myburgh|Peter Borren|Logan van Beek|Roelof van der Merwe|Abu Hider|Ben Cooper Tom Cooper|Mustafizur Rahman	Netherlands|leftarm pace|DHARAMSALA|Bangladesh|India|Dharamsala	Arafat Sunny	arafat|barresi|alamin|bringing|bowler|borren|ben|beek|batting|bangladeshs
thenews	2016-03-09T00:00:00	Richardson|David Richardson	Himachal Pradesh|Eden Gardens|Dharamsala|Kolkata|Pakistan|Delhi	BCCI|ICC|plannedHowever|matchOur|DELHI|PCB	confirm|ensure|comments|fixture|alleged|disrupt|developed|bcci|disappointment|assured
thenews	2016-03-09T00:00:00	Azam Khan|David Richardson|Virbhadra Singh|Nisar Ali Khan|Nawaz Sharif|Shahryar Khan|Chaudhry Nisar Ali Khan|Dharamshala	Himachal Pradesh|Islamabad|Mohali|India|Lahore|Kolkata|Amritsar India|Dharamshala|Calcutta|Pakistan	Pakistan Cricket Board|DharamshalaMeanwhile the Board of Control for Cricket|BCCI|ICC|the Federal Investigation Agency|Interior|Interior Ministry|IndiaThe|ISLAMABAD	board|constituted|chairman|chief|bcci|col|ahead|assurance|agency|ali
thenews	2016-03-10T00:00:00	Maria Sharapovas|viewThreetime|Maria|Sharapova|Kuznetsova|Novak Djokovic|Agnieszka Radwanska|Williams|Rafael Nadal|Jennifer Capriati|Serena	CALIFORNIA|Poland	drs|Wimbledon|MariaDoping|Djokovic|TMZ Sports|wellOf|Radwanska|the International Tennis Federation	catch|emails|extremely|capriati|contrast|comment|drug|criticize|agent|banned
thenews	2016-03-11T00:00:00	Tamim Iqbal|William Porterfield	Netherlands|Ireland|Bangladesh|FridayThus Ireland|the Himachal Pradesh Cricket Association Stadium	BangladeshOman|OmanNetherlands|hourThe|firstHowever Bangladesh|Group A	batted|cricket|allotted|called|earlier|eachthe|allowed|delayed|balls|bat
thenews	2016-03-11T00:00:00	William Porterfield|Mohammad Mithun|AlAmin Hossain Abu Hider|Shakib Al Hasan Mahmudullah|DHARAMSALA|Craig YoungTeamsBangladesh|Sarkar Sabbir Rahman Mushfiqur Rahim|George Dockrell|Niall OBrien|Ahmed|Nasir Hossain|Craig YoungShakib Al Hasan|Gary Wilson|Tamim Iqbal|Andy McBrine|Arafat Sunny|Andrew Poynter|Boyd Rankin|Mithun Ali Mashrafe Mortaza|Kevin OBrien|Paul Stirling|Roni Taskin|Max Sorensen	Netherlands|Oman|Ireland|Bangladesh|Chennai|leftarm|Abu Hider|the Himachal Pradesh Cricket Association	IrelandIreland|FridayBoth|ICC	association|ahmed|arafat|brought|batsman|andy|action|ahmedireland|al|alamin
thenews	2016-03-11T00:00:00	Sultan Ahmed	Netherlands|Oman|Ireland|Bangladesh|DharamsalaThe		conditionsminutes|day|having|dharamsala|bleak|decision|covers|got|field|coin
thenews	2016-03-11T00:00:00	Rajnath Singh|Khan|Banerjee|Sethi addedChairman|Chaudhry Nisar Ali Khan|Shaharyar Khan|Najam Sethi	West Bengal|New Delhi|Dubai|India|Lahore|Pakistan	Pakistan Cricket Board|the Board of Cricket Control|BCCI|FridayPakistan|ISLAMABAD Pakistans Interior Ministry|the International Cricket Council ICC|PCB	addedchairman|chief|fly|gave|called|felt|decided|ambassador|dubai|commissioner
thenews	2016-03-11T00:00:00	Shahryar Khan|Abdul Basit	New Delhi|India|Kolkata|ISLAMABAD|Dharamshala|Pakistan	FridayPakistan|Indian Home|International Cricket Council ICC|PCB	dharamshala|assured|commissioner|elements|chairman|conveyed|extremist|ahead|assurance|basit
thenews	2016-03-11T00:00:00	Amjad Bhatti	India|Pakistan	the Pakistan High Commission|the Western Bengal CricketPCB|BCCI|LAHORE|the Bengal Cricket Association|the World T Cricket|the Pakistan Cricket Board|the Interior MinistryThe Ministry of Interior|Ministry of Interior|PCB	asked|adding|consider|association|clear|cricketpcb|bengal|amjad|assurance|assurances
thenews	2016-03-11T00:00:00	Rajnath Singh|Nisar Ali Khan dirltr|Chaudhry Nisar|Shahryar Khan|Rajnath	langen |India|Eden Gardens|NEW DELHI|Kolkata|Dharamshala|Pakistan	Pakistan Cricket Board|ICC|BCCI|IndiaSpeaking|Interior|DharamshalaThe AntiTerrorist Front of India|IndiaPakistan	chaudhry|assurance|coming|final|assured|chairman|dharamshala|confirmed|ali|antiterrorist
thenews	2016-03-12T00:00:00	Coleridges|Mark Watt|Matt Machan|Jamie Atkinson	Hong Kong|Nagpur|Scotland	Watt Con de Lange|Leftarm|ICC|the Vidarbha Cricket Association Stadium|NAGPUR Scotland	did|fours|chase|cricket|generous|celebrate|contest|combined|coleridges|clear
thenews	2016-03-12T00:00:00	Shahid Khan Afridi|Subhas Chandra Bose International Airport	New Delhi|India|safetyPakistan|KOLKATA|Dharamsala|Kolkata|Pakistan	PakistanIndia|Netaji|Times of India|ICC	clash|arrived|earlier|arrangements|deployed|arrangementsaccording|amid|airport|cleared|assess
thenews	2016-03-12T00:00:00	Adil Mehmood|Alasdair Evans|Rob Taylor|Michael Leask|Haseeb Amjad|Gavin MainHong Kong|Tanwir Afzal|Mark Chapman|Safyaan Sharif	Hong Kong|Scotland|Afghanistan	the Vidarbha Cricket Association Stadium|Group B|Chapman|Rath|Con de Lange|leftarm spinner|sevenScotland	anshuman|debut|bat|adil|afghanistan|afzal|alasdair|amjad|asia|association
thenews	2016-03-12T00:00:00	Khan Kinchit Shah Tanwir Afzal|Alasdair Evans|Rob Taylor|Michael Leask|Con de Lange|Ryan Campbell Babar Hayat Mark Chapman|Mark Watt|Tanwir Afzal|Matthew Cross|Adil Mehmood|Gavin Main|George Munsey Kyle Coetzer|Jamie Atkinson|Haseeb AmjadTeamsHong Kong|Preston Mommsen|Gavin MainHong Kong|Safyaan Sharif|Aizaz Khan  Adil Mehmood Nadeem AhmedScotland|Matt Machan Richie	Hong Kong|Nagpur|Scotland|Berrington|Afghanistan	ICC|World CupPreston Mommsen|Con de Lange|leftarm spinner|ZimbabweScotland	ahmedscotland|captain|anshuman|afghanistan|afzal|aizaz|alasdair|amjadteamshong|asia|campbell
thenews	2016-03-12T00:00:00	Tinashe Panyangara|Gulbadin NaibThe|Samiullah Shenwari|Shahzad|Nabis careerbest|Mohammad ShahzadBefore Nabi|Rashid Khan|Shenwari|Hamid Hassan	Zimbabwe|Afghanistan	Super|ICC|SaturdayBatting|the Vidarbha Cricket Association Stadium|Shenwari	capable|hassan|associate|fours|ball|chasingnabi|bowlers|afghanistan|association|balls
thenews	2016-03-12T00:00:00	Tinashe Panyangara|Shahzad|Mohammad ShahzadNabi|Mohammad Nabi  Samiullah Shenwari|Shenwari	Jamtha|SaturdayAfter|Zimbabwe|Afghanistan	the Vidarbha Cricket Association Stadium|Shenwari|rocksolid totalZimbabwean	fours|mohammad|claimed|match|amassed|association|balls|bat|batted|best
thenews	2016-03-12T00:00:00	Najibullah Zadran|Mohammad Shahzad|Hamilton Masakadza|Gulbadin Naib Mohammad Nabi Samiullah|Noor Ali Zadran Asghar Stanikzai|Asghar Stanikzai|Chigumbura Donald Tiripano|Richmond Mutumbami|Sean Williams|Hong KongThey|Vusi Sibanda|Hamid Hassan|Shafiqullah Rashid Khan Dawlat|Sikandar Raza Malcolm Waller Elton	Masakadza|Jamtha|Tendai|Wellington|Afghanistan|Zimbabwe	Super|SaturdayThe|Zimbabwes|the Vidarbha Cricket Association Stadium|NAGPUR	changes|chataraafghanistan|comfortable|bat|chigumbura|captain|afghanistan|ali|asghar|association
thenews	2016-03-12T00:00:00	Waqar Younus|Shahid Khan Afridi|Intikhab Alam	Abu Dhabi|PakistanOn|New Delhi|India|Dharamsala|Kolkata|Dharamshala|Pakistan	Pakistan Cricket Board|PakistanIndia|ICC|IndiaBoth|Pakistans Interior Ministry	alam|controversy|departure|depart|delhi|cup|coach|dharamsala|clash|dharamshala
thenews	2016-03-12T00:00:00	Aaron Finch|firepowerDarren Sammy|Sri Lanka|Mahela Jayawardene|Alex Hales|Joe Root|CONUNDRUMAustralia|Steve Smith|Mohammad Amir|Brendon McCullum|de Villiers|Eoin Morgan|Lasith Malinga|Shahid Afridis|Ben Stokes|Martin Crowe|surprisingMahendra Singh Dhonis|Sri LankaPakistan|Angelo Mathews|Kumar Sangakkara	Australia|Indias|India|South AsiaFormer|South Africa|leftarm fast|New Zealand|England|West Indies|Sri Lanka|Pakistan	MUMBAI The World Twenty|stageTheir|shortcomingsFellow	bitethe|death|boycott|fast|entertained|bowler|champions|fingers|england|batsman
thenews	2016-03-12T00:00:00	Sharapova|Maria Sharapova		the International Tennis Federation ITF|FridaySharapova|Sharapova|diabetesThe World AntiDoping Agency|WADA|Facebook	hit|added|history|handoutsagain|effect|case|antidoping|ban|facebook|blood
thenews	2016-03-13T00:00:00	Bangladeshs maiden T international century|Tamim Iqbal|Shakib Al Hasan|DharamsalaOman	Oman|Ireland|Bangladesh|firstround|Dharamsala|the Himachal Pradesh Cricket Stadium|oversThe	SundayOman	continuallyin|creamed|game|group|faced|dharamsalaoman|berth|century|bringing|breakoman
thenews	2016-03-13T00:00:00	Tamim Iqbal|Khawar Ali|Sabbir Rehman|Lalcheta|Shakib Al Hasan|boundariesShakib|Soumya Sarkar	SundayThe|Bangladesh|Oman|the Himachal Pradesh Cricket Stadium	Group A|sixTamims|leftarm spinner	bangladeshi|dharamsala|century|ecame|formatthe|batsman|al|ali|balls|bangladesh
thenews	2016-03-13T00:00:00	Tamim Iqbal|Sarkar Sabbir Rahman Mushfiqur Rahim|Ajay Lalcheta Munis Ansari Bilal Khan|Sultan Ahmed|Singh Adnan Ilyas Mehran Khan Aamir Kaleem Amir Ali Sultan Ahmed captain amp|Zeeshan Maqsood Khawar Ali Jatinder|Shakib Al Hasan Mahmudullah Mohammad Mithun Mashrafe|AlAmin Hossain Abu Hider Taskin	Oman|Ireland|Bangladesh|SundayThe|the Himachal Pradesh Cricket Association Stadium	Group A|IrelandNetherlands|the World TThe	ahmedoman|abandoned|alamin|ahmed|association|ansari|amp|amir|ali|al
thenews	2016-03-13T00:00:00	Mudassar Bukhari|DHARAMSALA|Tom Cooper|Kevin OBriens|leftarm spin|Dockrells leftarm|George Dockrell|Wesley Barresi|van Meekeren|Tim van der Gugtens|Roelof van der Merwe|van der Merwes|Niall OBrien|Gary Wilson|Wilson|Pieter Seelaar|Poynton|Kevin OBrien|Paul Stirling|Seelaars|van der Merwe|OBrien|Stuart Poynter|Max Sorensen	Netherlands|Himachal Pradesh|Dockrells|Ireland|Irelands|Myburgh|Netherland	Dockrells|SundayNetherland|Stirling|runsThere|Dockrell	defeated|fell|curtailed|bye|banged|bukhari|bungled|coup|came|brightly
thenews	2016-03-13T00:00:00	Gary Wilson|William Porterfield|Andy McBrine|Stephan Myburgh Wesley Barresi|Paul Stirling|George Dockrell|DHARAMSALA|Tim Murtagh|Peter Borren|Andrew Poynter|Boyd Rankin|Roelof van der Merwe|Seelaar Mudassar Bukhari Ahsan Malik Timm van der Gugten Paul van MeekerenIreland|Ben Cooper Tom Cooper|Niall OBrien|Kevin OBrien|Max Sorensen	Ireland|Netherlands|Netherland|Bangladesh	SundayHowever	borren|ahsan|barresi|dead|cooper|chillireland|captain|bukhari|boyd|bowling
thenews	2016-03-13T00:00:00	Shahid Afridi|KOLKATA|Shoaib Malik|Wahab Riaz	Kolkattas Eden Gardens|India|Kolkatta|Kolkata|Sri Lanka|Pakistan	IndiaHe	fit|flamboyant|allrounder|arrived|campaign|going|cricket|amid|arriving|bowler
thenews	2016-03-14T00:00:00	Joe Root Moeen Ali|Joe Roots|Jos Buttler|Liamm Plunkett|Pacers Jos Taylor|sixesOther|Jay BistaBista|Ben Stokes|Jason Roy|Chris Jordan|James Vince|Chris JordanMumbai|Alex Hales  |David Willey|Evoin Morgan	England|Mumbai|leftarm fast	CA XI|MondayThere|Mumbai Cricket Association XI|MUMBAI England	coin|chris|batsman|decided|ben|double|bistabista|ali|association|balls
thenews	2016-03-14T00:00:00	Imad Wasim|Mohammad Amer|Mohammad Irfan|KOLKATA|Shahid Afridi|Wahab Riaz|Mohammad Hafeez	Sri Lanka|Eden Gardens|Pakistan|leftarm fast	nineLeftarm|Leftarm	afridi|claimed|captain|bowler|duck|balls|amer|defeated|decided|conceding
thenews	2016-03-14T00:00:00	Imad Wasim|Hafeez|Thisara Perera|MondayNo|Akmal  Ahmed Shehzad  |KOLKATA|Sharjeel Khan|Sarfraz Ahmed|Shahid Afridi|Afridi	Sri Lanka|Eden Gardens|Pakistan		firstball|afridi|fell|eden|duckumar|decided|cup|contribution|claiming|captain
thenews	2016-03-14T00:00:00	Jayasuriya|Kapugedera KMDN|Khan Ahmed Shehzad Mohammad Hafeez Sarfraz Ahmed Khalid Latif Mohammad Amir Anwar Ali Mohammad Irfan Imad Wasim Mohammad Sami Shahid Afridi|Kulasekara RAS Lakmal SL Malinga NLTC|Perera|KOLKATA	Sri Lanka|Lanka|Pakistan|CaptainSri	Mathews|PVD|Chandimal TM Dilshan	ali|ahmed|afridi|ad
thenews	2016-03-14T00:00:00	stylecolor ffa|Shahid Khan Afridi	India|Pakistan|IndiaThe	LahoreAfridi|stylecolor ffWe|Afridi	apologize|cricket|getting|ffwe|did|got|ffa|enjoyed|afridi|advocate
thenews	2016-03-14T00:00:00	Mikhail Kukushkin|Serena Williams|Alexander Zverev|Grigor Dimitrov|Jelena Jankovic|Agnieszka Radwanska|Williams|Johanna Larsson|JoWilfried Tsonga|Mike Tyson|Yulia Putintseva|Petra Kvitova|Spains Feliciano Lopez|Gilles Simon|Kei Nishikori|Monica Niculescu	Venus|California|Poland	Indian Wells|Wells|Italys Flavia Pennetta|Russianborn|Coco Vandeweghe|Radwanska|the BNP Paribas Open|Putinstevas	agnieszka|final|continue|fair|continued|event|crown|focusedfrenchmen|blame|business
thenews	2016-03-15T00:00:00	Yasoda Mendis|Amy Satterthwaite|Mendis|Rachel Priest|Shashikala Siriwardene|Satterthwaite|Dilani Manodara|McGlashan|Offspinner Leigh Kasperek|Suzie Bates	Sri Lanka|Manodara|oversThe|New Zealand	Sri Lanka Women|DelhiSri Lanka|Chamari Atapattu|DELHI	flurry|delhi|captain|amy|atapattu|ball|balls|base|bat|bates
thenews	2016-03-15T00:00:00	Virat Kohli|Kane Williamson|Nathan McCullum|McClenaghan|Ravichandran Ashwin|Santner|Mahindra Singh Dhoni|Corey Anderson|Sodhi Nathan McCullum|Ish Sodhi|Mitchell Santner|Luke Ronchis	Boult Southee|Australia|Indias|India|Melbourne|New Zealand	NAGPUR|the Vidarbha Cricket Association Stadium|Kiwi	decided|best|career|figures|boult|beat|batting|batsmen|batsman|bundled
thenews	2016-03-15T00:00:00	contestCorey Anderson|Mitchell Santner|Ravichandran Ashwins|Martin Guptill|Nathan McCullum Ish Sodhi|Luke Ronchis	India|New Zealand	Super|spinheavy|NAGPUR|Group|TuesdayThe	india|contestcorey|ashwins|attack|ball|bat|bowler|cameo|cut|included
thenews	2016-03-15T00:00:00	Anuja Patil|Nigar Sultana|Harmanpreet Kaur|Rumana Ahmed|Sharmin Khan|Veda Krishnamurthy|Vellaswamy Vanitha	Bangladesh|India|Indias	TI|editionMithali|Bangladesh Fahima Khatoon|BANGALORE Experienced India	earlier|comfortably|ahmed|early|did|defeated|death|claimed|chinnaswami|bowlers
thenews	2016-03-15T00:00:00	Nathan McCullum Mitchell Santner|Adam Milne|Ross Taylor|Ashwin Jasprit|Nathan McCullum|Luke Ronchi|Tim Southee|Trent Boult|Corey Anderson Grant Elliott Mitchell Santner|Dhawan Virat Kohli|Ish Sodhi|Martin Crowe|Bumrah Ashish|Bumrah|Singh Dhoni|Kane Williamson|Ravindra Jadeja Ravichandran|Sharma Shikhar|Colin Munro	India|Hardik|TuesdayNew Zealand|New Zealand	ZealandMartin|Pandva Mahindra|Ish|the Vidarbha Cricket Association Stadium|Nehra|NAGPUR|the Super  Group	amp|association|asia|ashwin|ashish|armbands|anderson|ago|adam|accommodate
thenews	2016-03-15T00:00:00	Sourav Ganguly|Sunil Gavaskar|Imran Khan Waqar Younis Wasim Akram|Kapil|Sachin Tendulkar Rahul|Intikhab Alam	Eden Gardens Cricket|Eden|India|Pakistan	ISLAMABAD The Cricket Association of Bengal CAB|CAB	akram|dev|depends|demand|awaited|bengal|dravid|clash|alam|association
thenews	2016-03-15T00:00:00	Shafqat Amanat Ali Khan|Shafqat Amanat Ali|KOLKATA|Amitabh Bachan|Amitabh Bachchan	India|Eden Gardens|Dharamsala|Kolkata|Pakistan	countriesThe|the Cricket Association of BengalThe	bengalthe|created|build|earlier|eden|amanat|amitabh|anthem|anthems|arch
thenews	2016-03-15T00:00:00	Kane Williamson|Ravindra Jadeja|Virat Kohli|matchesBatting|Kohli|Williamson|Brendon McCullum|Yuvraj Singh|Suresh Raina	Mumbai|Australia|Dubai|Indias|India|Nagpur|Zealand|Englands|Bangladesh|New Zealand|Sri Lanka	NAGPUR|formatWe|cricketWilliamson|expectationsAt	favourites|fixturethe|bowling|conditions|englands|bearing|arrived|fickle|face|attack
